id,facialFeatures
0,"[-0.0225432869, -0.0109489802, -0.0520298965, 0.0460145175, -0.0167856496, 0.0719121322, -0.069458507, 0.0109357256, -0.0224465672, 0.0715502203, 0.0649986342, 0.0669253245, -0.00216413615, -0.0543490872, 0.00451837201, -0.0183043871, 0.0074912291, 0.0379365012, -0.00233453885, -0.0589965023, -0.0689886436, 0.0353831537, 0.0992846787, -0.0574459471, -0.0267716181, 0.0274608247, 0.0117784208, -0.0151199466, -0.0609167516, -0.0127542941, -8.10372803e-05, 0.0726755187, 0.019497769, 0.0308969766, -0.0250772238, 0.0136990221, 0.0383169018, -0.0451178029, -0.0705773309, 0.0292008761, 0.0320182964, -0.0334862843, 0.0200631618, 0.0300438423, 0.0387510918, 0.00130890869, 0.0370497517, 0.0308434069, -0.0851719156, -0.0342453495, 0.0345154405, -0.000223623385, 0.0378641561, -0.0203198157, -0.0706122145, 0.041687008, -0.0342929289, 0.0592578948, -0.0449151583, 0.000300939486, -0.00949701481, 0.0898330212, -0.102708101, -0.0440032147, -0.00736767938, 0.0404267199, 0.00779211381, -0.0271106381, -0.0148723023, 0.0248990692, 0.119283937, 0.0514272414, -0.0335325114, 0.0115923397, 0.00731026335, -0.0181854833, -0.0595824718, 0.0149516826, -0.032178171, -0.0039724214, 0.0428807586, 0.0453389175, -0.0191305093, -0.0438717119, 0.00919392612, 0.0355493128, -0.0148829482, 0.0706582144, -0.0368788429, 0.0125961099, -0.00156630203, -0.0149495285, 0.0173174813, -0.0717202052, 0.0651099011, 0.0393187888, 0.0215679742, 0.0371417627, -0.0527000241, 0.0806211606, 0.0213846751, 0.0147971353, 0.0182938334, 0.0196565967, -0.0218332335, 0.0581626929, 0.0212853849, -0.0416473784, -0.0631204098, -0.018201543, 0.0532976873, -0.0391286351, -0.0472341999, -0.0158967711, -0.0126690334, 0.0385617428, 0.0451486148, 0.0434195697, 0.0180431381, 0.0991246402, -0.0214339495, -0.0334615186, -0.0162838399, 0.020325575, -0.0356704183, -0.0573697947, 0.00620055432, 0.0567595214, -0.00829476397, -0.148437172, 0.00477071432, -0.0795054883, 0.0538047254, -0.0446223207, -0.068690896, 0.0460331067, -0.024722496, -0.051225476, 0.00773946429, 0.0760016218, -0.0387378484, -0.00356046297, -0.0281823929, 0.0264924914, -3.88616754e-05, -0.0268873926, -0.0460145287, 0.0319640897, 0.0512248129, 0.00287613599, -0.00344599667, 0.0336374566, -0.0613339469, 0.0312403813, 0.0933508053, -0.0173412412, 0.010697131, 0.0283746216, 0.0360577852, -0.0357177071, 0.0653924271, 0.0593429282, -0.0296319481, 0.0544168614, 0.0607447401, -0.0438646823, -0.028918853, -0.0654694811, -0.0118725346, 0.0505255796, -0.105060369, 0.0572974533, -0.0670873448, -0.0129618505, -0.0171450097, 0.0208013598, 0.0587570369, 0.031037312, -0.0888178721, -0.0237333681, -0.0401003994, 0.00770282792, -0.00599492434, 0.115419433, 0.0420467556, -0.00372518646, 0.0386330783, 0.075267747, 0.0579930954, 0.0648751184, 0.0390894115, -0.00398342963, 0.112392277, -0.0103263538, 0.0200232994, 0.00981586892, 0.0562084839, 0.0140656158, -0.0114107728, 0.0319336429, 0.0593106188, -0.0593045056, 0.011915517, -0.0314070694, -0.00272055902, 0.0322573744, 0.000146015271, -0.0164312273, -0.0242723729, 0.0457540452, -0.0344937257, 0.0067254249, -0.0181845706, 0.00296736299, -0.00824735221, 0.0117790224, -0.0144125586, 0.00329336873, -0.0176098906, 0.0211426746, 0.00669029076, -0.0206460878, 0.0354446135, -0.0261065438, -0.00282816519, -0.000553898222, -0.0147043262, -0.0284655225, -0.0293359458, 0.0776876956, 0.0312654488, 0.0694078282, 0.00564811379, -0.0278498065, -0.0298173912, 0.0472280756, 0.0115761086, -0.0305814315, -0.00703315483, 4.81308452e-05, -0.0584510937, 0.0613072664, -0.00864506885, -0.00284943194, 0.0397950895, 0.0264492389, -0.007193584, 0.0584354959, 0.0640092567, 0.0659502298, -0.0371960737, 0.0152820824, 0.0556641743, -0.0180959869, 0.0137333693, 0.0175639596, 0.0504773408, -0.00968102738, 0.0272774287, 0.0984196514, 0.0370880067, -0.0031733783, -0.00930626318, -0.0029585273, -0.0541509017, -0.0400054753, -0.0197298825, -0.0138433669, -0.00186367286, -0.0383803025, -0.0478645675, 0.0320946462, -0.00689662946, -0.0260308795, 0.0100283613, -0.0245067775, -0.0266058967, -0.0353848673, 0.00674370816, 0.00639666757, 0.0434518941, 0.0433577299, -0.0465169549, -0.077398628, -0.00910028536, -0.0161087047, 0.0455836505, 0.0217650644, -0.0570997372, -0.0843371451, 0.0496074781, 0.00282766623, 0.0431721397, 0.0273181889, -0.0613827072, -0.0487554595, 0.0446056724, 0.0737873241, 0.0493447371, 0.040823333, 0.0094530005, 0.00962493569, -0.0223816819, -0.0250482857, 0.0759725347, -0.0509704985, -0.0146821439, 0.00544105237, -0.0423789583, 0.00922649354, 0.0012482506, 0.0333416462, -0.019764876, -0.0283041988, 0.0761073902, 0.0507571995, -0.00472452492, 0.00732915988, 0.0394024216, -0.0201753229, 0.127612635, -0.0692081079, -0.0539159812, 0.0337260999, 0.0231608469, -0.0010746388, 0.0420157425, 0.0407571122, 0.0992934853, 0.0698826462, 0.0301028788, 0.0607132688, -0.0274452139, 0.0768070072, 0.0285796598, 0.110354982, -0.0358530656, 0.0173121486, -0.0144956922, -0.0142969647, 0.0162813086, -0.0216096211, 0.0595756657, 0.0274069216, 0.0144650349, -0.00841396768, 0.0237596352, 0.0478038713, 0.0528876893, 0.0529979207, -0.0207095668, 0.00839921553, -0.0766152591, 0.0433372259, 0.0300500002, 0.00683563761, 0.0668894351, -0.0222415626, 0.00991914701, -0.00597236259, 0.0264765713, -0.0282880422, -0.106586717, -0.0934655294, -0.0527591854, 0.00535601145, 0.0273411293, 0.022409793, -0.0223496258, -0.0495629124, -0.0162892323, -0.0224790201, -0.0290608406, 0.0319848657, 0.0397557653, 0.0447362363, 0.00975989271, 0.0436674729, -0.0189546291, -0.0644338652, -0.0388904065, -0.0125055974, 0.00288490416, -0.0232080445, -0.0222264938, -0.0938206241, -0.0172646344, -0.0648159236, 0.00668474799, -0.0473366044, -0.0187781788, 0.0295362007, 0.0162434224, -0.0686536133, 0.0254805777, -0.0543439686, 0.00941896345, 0.0396329351, 0.0340110175, 0.0586981624, -0.0403939821, 0.0453653298, 0.0146106482, 0.0165616926, -0.00956027582, -0.027979441, 0.0552772395, -0.0192513037, 0.058102686, -0.0474955328, 0.035050083, -0.0678242147, 0.061418891, 0.0142341107, -0.00399458781, 0.0329646394, 0.0446543135, 0.0455194078, -0.0474785715, -0.0544589162, 0.0989730507, 0.0283510443, -0.0115888054, 0.0959447846, -0.0312267561, -0.00918617938, 0.0469453074, -0.0214003678, 0.026516011, -0.0821380094, -0.0625400022, 0.0420859791, 0.0122601707, -0.0860713944, -0.0250544008, -0.0207127631, 0.00975387916, -0.0303131845, -0.106546149, -0.0723835453, -0.0628066286, 0.0259696394, -0.00443832623, 0.0873839557, -0.0321684144, -0.0438632593, -0.00909304805, 0.00958986767, -0.0408819169, -0.0458196998, 0.0103304507, 0.0689777285, 0.0378697999, -0.0303285457, -0.0196506325, 0.0263884366, -0.000241074275, 0.126454741, 0.065896675, 0.00501577649, -0.00175649335, 0.0490947887, -0.0119815534, 0.00184935611, 0.0783350244, 0.00845910795, -0.0723931566, 0.00828362536, 0.0503497384, -0.00807141606, 0.0886468589, 0.00354461395, 0.0142231509, -0.0122339316, -0.0782007277, -0.0289967135, 0.0591627881, -0.0147737795, 0.0830925778, 0.060215421, 0.015392296, -0.0206109229, -0.0132135451, 0.0263753626, 0.00483859004, -0.00143390731, -0.0465917289, 0.0103057399, 0.029221762, -0.0928359553, 0.0171245877, 0.0204148013, -0.035825856, -0.0517604984, 0.0671051145, -0.0778267607, 0.0238729119, -0.0490904003, 0.017924821, -0.0242329855, -0.0822604671, 0.0147584369, -0.00451233285, 0.0324732177, -0.0312363263, 0.0239206571, -0.0372100249, 0.00250923866, -0.0124281934, -0.0341879316, -0.00697432039, 0.0108713293]"
1,"[-0.002404126529679522, 0.03153293465727224, -0.009398416698608393, -0.046050735776949896, -0.028495047961792724, -0.047147316524513955, 0.014622038928682378, -0.025975854198239216, 0.039640846376359805, -0.027582814752281384, 0.012527808606358916, -0.01211328867856773, -0.02975926089744003, 0.04156183361032017, -0.003412663902932489, 0.049649106329720645, 0.03083518206541002, 0.04550081610451353, 0.027066575867495536, 0.02034503902094486, -0.01602933280986899, 0.04697313631207039, 0.03690281169693856, 0.014358751918568148, 0.04819004719404809, 0.04228179261927272, -0.008178057255526595, -0.04709088539149978, -0.007922546409102574, -0.03838031622061453, -0.002283633776680588, -0.03693538858474408, -0.015390001806721017, 0.01905570056512674, 0.004184145210620764, 0.04533934263236344, -0.01354958749405729, -0.03630089901159051, 0.005964895925737193, 5.0661158174730714e-05, -0.004689108917714034, -0.003818146752425554, -0.04868494567562446, -0.011973106619372086, 0.03015902853691054, -0.004005999213172462, -0.038823669374858996, -0.0065859255241429784, -0.025773951498921734, -0.05158025517297641, -0.02190423081576592, 0.005298534070902597, -0.02642699429723463, -0.027527948467480252, -0.004047655246828756, 0.019176570781602252, -0.025467893817408514, 0.040685241582776276, 0.02284110520604684, -0.0005841827172997499, 0.04969775689954733, -0.014245553313332424, 0.04477008309403865, -0.03251069975255502, 0.010468358472125988, 0.01155583292665182, -0.0028954229577234022, 0.03323771256474773, 0.025728642587785157, 0.047470702530011226, -0.049455554438519435, 0.042077058450701386, 0.049689205946078376, -0.049697276027458916, -0.01935195510278471, -0.018884683367506795, -0.006351592857703002, 0.04062206870904898, 0.022093299413786106, -0.04056155302250752, -0.04900808985944266, 0.03303594564538031, 0.01955195796422545, 0.008321204946520958, 0.02338754263417126, 0.01601552126941646, -0.014569437930854565, -0.03669792488110076, -0.011226466387832076, 0.05078445118795762, -0.05134920049969568, 0.0321745125164331, 0.0457573551505824, 0.013367829867789567, -0.03362812013968745, 0.017999567198193976, -0.010982712058728208, 0.002374726440940854, -0.04492507148735901, -0.03604170514855383, -0.048841974594877886, 0.02380218438375189, 0.023324242143855527, -0.03143510945550336, 0.020740193290930735, 0.014569758584658497, 0.05093407804990591, 0.02965309656940949, 0.010433384657034028, 0.04646396546272442, 0.008153528951753336, -0.03674517987929229, -0.020230813945569984, -0.03444737785188076, 0.02013853901596282, 0.03789533911761279, -0.03462037039823555, -0.029165763724216795, 0.032102006758383116, -0.01292827740395569, -0.03239013970648784, 0.0342689256140171, -0.04864730805114041, 0.008639141386765435, -0.02715567114149593, -0.018018727417179074, 0.014517871102431017, -0.013186397885656197, -0.014760187698927986, -0.03209817933131354, -0.04517683664514947, -0.01682484745380787, 0.0420574779226986, 0.0021505429500264656, -0.024941050040405754, 0.005886169089553632, -0.043939464211940206, 0.05113226927498695, -0.015944706809540354, -0.014995231397789438, -0.029507141536551183, -0.043721241278609144, -0.03636840580872197, 0.018468441207643647, 0.050701633718782675, 0.033776061275930046, 0.037327762426923254, 0.0014747119834557926, 0.032134589865697887, 0.014291484903248587, -0.014164174977688251, 0.04341601748624314, 0.01827488726762235, 0.02113584666353622, 0.0011334298768767431, 0.008829382732106927, 0.03890694156874804, -0.02888208509805282, 0.044147129596445935, 0.006739241658023684, 0.038332134287136325, -0.03960783750439597, 0.008597040222443203, 0.019470201026368462, -0.013731313844295358, 0.029130905322428895, -0.03603374868201733, 0.02720989061524113, 0.011188571877063964, 0.036183010483699894, 0.046181941992450466, -0.014922032272462166, -0.008601968449149282, -0.01521065085339382, 0.047202985632174295, 0.009538952053379027, -0.022021781017671924, -0.006293689056017654, 0.03717568795049509, 0.009248335227917431, 0.03606650802850218, 0.006736533366052913, -0.02431533200619909, -0.050426306268999146, -0.04427682586976013, 0.01269092809902369, -0.040603942776478136, 0.0006545295817740049, 0.0014693564422910699, -0.014268554474980225, -0.022196101258372125, 0.037933044740848625, 0.047397154928515824, -0.016823562295858713, 0.0010812652794297967, 0.024177584802672146, -0.009341402807670832, -0.02211133674508511, 0.014412605027048657, 0.026436275737202107, -0.04817944320991302, 0.02067633360681769, -0.010785484158603628, 0.004086982008921068, 0.042979219330971645, 0.032637079182951396, 0.042408631999946704, -0.015307859908110705, -0.02872335739956021, 0.04193566208028273, -0.023288376045847648, -0.047970770689087866, -0.020939335119619453, 0.003807930755407578, -0.0013397841950520267, 0.026752293638074, -0.02440346726837214, -0.01209534990456785, 0.044734562416449096, -0.04807751813483527, -0.050901236010222776, 0.02807271693483083, -0.001349000695053372, -0.002444225736633235, 0.0006862725713027359, -0.00861350017353258, 0.01976058167682216, 0.03173407258359085, -0.02072994233251988, -0.034289797445254094, -0.013030557717914365, 0.0019412791462869242, -0.044078934155977335, -0.039319237283081454, -0.001952128888618565, 0.046326432394105686, -0.014402912993091335, 0.02589072914951216, -0.03601385742472844, -0.00631572887232857, -0.01814666353759358, 0.005648546413111542, -0.04060522380092899, -0.035296283731529675, -0.03310394519220045, 0.019465924189799873, 0.02259156731570281, -0.0514953764382819, 0.030809863288837953, 0.012678615591575286, 0.0016119751800864543, -0.006517973162509877, -0.04524060561925048, -0.023396823817037542, -0.04851153846258737, 0.03128056298631831, -0.02307355586473086, -0.03253754971313856, 0.04470463262762004, 0.03206058398794572, 0.04316534342580745, -0.03891009316345731, 0.04462658264882521, -0.015321941611663427, -0.03215649240859984, -0.015571779728807689, 0.013359234326675053, -0.0026827714560561933, -0.026654937033052613, -0.04204832167302042, 1.6794517455585856e-05, -0.0010575768573971023, -0.009849089633269296, -0.01548479385056934, -0.004693700700980921, -0.049951458811214086, 0.0282213942549114, 0.045214355163465565, 0.038557002903687, -0.012917879051221208, -0.03772258225626265, 0.038787731315618156, -0.0461601370072589, -0.007162852564471037, 0.03248504607552761, 0.0032321459436457575, -0.03733327332503087, 0.0014527925936922217, 0.0015077198056322114, -0.016453373985330436, 0.041198481956472334, -0.03836247929249102, -0.0448637349761746, -0.006690961559666496, -0.03382968387835951, -0.048311026215672584, 0.039718391629635676, 0.03438824029944929, 0.01599162275135859, 0.0007073301062515969, 0.007830618233361515, -0.03485676338760403, 0.03815151789456111, 0.005829238721924944, -0.023466627623559697, 0.0012686813422220916, 0.052005322663883156, -0.042289058277167016, 0.031095926686240317, -0.00836974655748926, -0.024417072723506242, 0.009702426394879476, 0.029518240228024996, -0.038184982127931304, 0.03810983328536439, -0.04952541282033155, -0.02033662599156398, -0.04942000524105423, -0.00210496830890379, -0.022078213233318895, 0.01931200303758452, 0.0186422275281374, 0.03992900157421155, -0.05196379629032523, 0.014021413298953976, -0.02601939624886855, 0.013942532975223985, 0.012384217662117523, -0.030051966398194924, 0.035136759041867464, 0.021741291126410052, -0.0449633601739166, -0.002956653840591364, -0.019676806925412252, 0.009010491621507487, -0.016398375316196936, 0.026820664833792647, -0.012168186251492248, 0.014571009253115767, -0.04096137376512526, 0.04425401867617911, -0.01562669231837978, -0.008600000935620002, -0.0034686502546475775, 0.026384462554769443, -0.02035230881453659, -0.0074723098690661766, 0.00473067046846045, 0.024939702935081805, 0.03570547167888682, 0.00020475492251981892, -0.0030116804842404282, 0.028495607592356247, 0.015789627658527268, -0.030282250966190558, -0.013212151238562508, 0.02752988302624792, 0.016851754583389687, -0.025290259687648264, 0.015045155225166244, 0.050524270892091154, 0.04371165706038869, 0.043514991555682773, -0.008160893844715293, -0.034776787724578685, 0.04468349464887094, 0.008164652577312088, -0.026371461953319023, -0.02200927480498526, -0.03691283882981451, -0.012806996011775179, 0.01326783524521221, -0.017197590744415313, -0.04559622924616494, 0.039586945385907645, 0.028603286205391605, 0.042242461756134865, 0.02670493990525718, 0.01873632473358177, -0.02717764689528439, -0.002856175435902518, 0.028889758322515703, 0.037763941552121046, -0.005466062408530772, 0.040819049709316275, 0.02213724274359461, 0.004851914089099699, -0.03873026326850394, -0.05181521903399719, -0.03726021274545572, -0.0434313356294862, 0.03102969064306118, 0.042758138980312464, -0.03565420976452366, -0.038072777291394036, 0.04627781750289125, 0.024628895417668238, -0.02152752718753062, -0.03921083372810109, 0.030828618002388154, 0.03544803014682973, -0.027991888135866744, -0.047377393474830054, 0.04020102048846449, 0.05066698838192183, 0.030967521758365903, 0.007846077265486098, -0.045885758651642745, -0.01865596687985608, -0.04654214186677104, 0.01394427293123627, 0.018309557427842203, 0.044963430263556696, 0.001290145367711458, -0.005694041863965285, -0.01391866279719673, 0.013601833472651585, -0.026505626744162583, -0.029219772559232884, -0.03056761207068088, 0.007577386492734595, 0.02449817016598852, 0.005262943405334244, -0.02628792871087771, -0.005942596605136942, 0.012505071911879072, 0.021891456319619813, 0.02469979137407983, -0.04847079237476881, 0.03817463882010947, -0.009637322400831975, -0.008614438082457508, 0.04334385162340381, -0.03233444348076836, 0.028869272319123528, -0.04557552623925264, -0.013312209983779369, 0.03653782358304802, 0.041570244230954866, -0.04450002787493312, -0.026989492026251834, 0.030269485880854978, 0.011804026846239456, 0.04756317056944421, 0.02544591978432611, 0.05149320033335276, 0.013707790415619099, -0.027745422663229203, -0.04587799361103322, 0.015082290317859938, 0.04643684218027399, -0.0346800336119434, 0.020977817355220828, 0.023513602282866287, -0.013283699799104091, 0.04175700822504277, -0.0041602988825154355, -0.017714264938633553, 0.050502911163760926, 0.017609755921288557, -0.04233486195755181, 0.009072243335947881, 0.02246803955506401, -0.043042600373429885, -0.027711221762617873, 0.04991170172189371, 0.01740767108055049, -0.004013078519394406, -0.020566531295717817, 0.018733407831686456, 0.0009125041499789127, 0.018190627221010967, -0.04358748858554698, -0.048063260063179326, -0.014621923081258328, -0.007490316077321632, 0.022578779600112932, -0.0020876476188206664, -0.04960540544944688, -0.03713294757216052, 0.03081460845280829, 0.004710798036263064, 0.02656870248387281, 0.023244028666920984, -0.035367189047209265, 0.039410318481684324, 0.02482136492202002, 0.0519598304271068, 0.048671518395958284, -0.051436224794779974, 0.03596302553213316, 0.03782832602528661, -0.047485168897098584, -0.021893875128163282, -0.04790962133150097, -0.03653133753727196, -0.007822040971556712, -0.04301816818946373, -0.007632057873546323, -0.029296901297422667, -0.02915462252560946, -0.006893196661238853, 0.02176522325360101, -0.02763181754124294, -0.0012095400016895255, 0.015157062356091537, -0.04840902744536222, -0.025505017249163094, -0.03989824745872996, -0.021734786995576297, 0.016847730337474547, -0.033092302830179665]"
